GID_0;country;CODE_2;region_name
IDN;Indonesia;IDN.12_1;Kalimantan Barat
IDN;Indonesia;IDN.13_1;Kalimantan Selatan
IDN;Indonesia;IDN.14_1;Kalimantan Tengah
IDN;Indonesia;IDN.15_1;Kalimantan Timur
IDN;Indonesia;IDN.16_1;Kepulauan Riau
IDN;Indonesia;IDN.17_1;Lampung
IDN;Indonesia;IDN.18_1;Maluku Utara
IDN;Indonesia;IDN.19_1;Maluku
IDN;Indonesia;IDN.20_1;Nusa Tenggara Barat
IDN;Indonesia;IDN.21_1;Nusa Tenggara Timur
IDN;Indonesia;IDN.22_1;Papua Barat
IDN;Indonesia;IDN.23_1;Papua
IDN;Indonesia;IDN.24_1;Riau
IDN;Indonesia;IDN.25_1;Sulawesi Barat
IDN;Indonesia;IDN.26_1;Sulawesi Selatan
IDN;Indonesia;IDN.27_1;Sulawesi Tengah
IDN;Indonesia;IDN.28_1;Sulawesi Tenggara
IDN;Indonesia;IDN.29_1;Sulawesi Utara
IDN;Indonesia;IDN.30_1;Sumatera Barat
IDN;Indonesia;IDN.31_1;Sumatera Selatan
IDN;Indonesia;IDN.32_1;Sumatera Utara
IDN;Indonesia;IDN.33_1;Yogyakarta
IRN;Iran;IRN.1_1;Alborz
IRN;Iran;IRN.2_1;Ardebil
IRN;Iran;IRN.3_1;Bushehr
IRN;Iran;IRN.4_1;Chahar Mahall and Bakhtiari
IRN;Iran;IRN.5_1;East Azarbaijan
IRN;Iran;IRN.6_1;Esfahan
IRN;Iran;IRN.7_1;Fars
IRN;Iran;IRN.8_1;Gilan
IRN;Iran;IRN.9_1;Golestan
IRN;Iran;IRN.10_1;Hamadan
IRN;Iran;IRN.11_1;Hormozgan
IRN;Iran;IRN.12_1;Ilam
IRN;Iran;IRN.13_1;Kerman
IRN;Iran;IRN.14_1;Kermanshah
IRN;Iran;IRN.15_1;Khuzestan
IRN;Iran;IRN.16_1;Kohgiluyeh and Buyer Ahmad
IRN;Iran;IRN.17_1;Kordestan
IRN;Iran;IRN.18_1;Lorestan
IRN;Iran;IRN.19_1;Markazi
IRN;Iran;IRN.20_1;Mazandaran
IRN;Iran;IRN.21_1;North Khorasan
IRN;Iran;IRN.22_1;Qazvin
IRN;Iran;IRN.23_1;Qom
IRN;Iran;IRN.24_1;Razavi Khorasan
IRN;Iran;IRN.25_1;Semnan
IRN;Iran;IRN.26_1;Sistan and Baluchestan
IRN;Iran;IRN.27_1;South Khorasan
IRN;Iran;IRN.28_1;Tehran
IRN;Iran;IRN.29_1;West Azarbaijan
IRN;Iran;IRN.30_1;Yazd
IRN;Iran;IRN.31_1;Zanjan
IRQ;Iraq;IRQ.1_1;Al-Anbar
IRQ;Iraq;IRQ.2_1;Al-Basrah
IRQ;Iraq;IRQ.3_1;Al-Muthannia
IRQ;Iraq;IRQ.4_1;Al-Qadisiyah
IRQ;Iraq;IRQ.5_1;An-Najaf
IRQ;Iraq;IRQ.6_1;Arbil
IRQ;Iraq;IRQ.7_1;As-Sulaymaniyah
IRQ;Iraq;IRQ.8_1;At-Ta'mim
IRQ;Iraq;IRQ.9_1;Babil
IRQ;Iraq;IRQ.10_1;Baghdad
IRQ;Iraq;IRQ.11_1;Dhi-Qar
IRQ;Iraq;IRQ.12_1;Dihok
IRQ;Iraq;IRQ.13_1;Diyala
IRQ;Iraq;IRQ.14_1;Karbala'
IRQ;Iraq;IRQ.15_1;Maysan
IRQ;Iraq;IRQ.16_1;Ninawa
IRQ;Iraq;IRQ.17_1;Sala ad-Din
IRQ;Iraq;IRQ.18_1;Wasit
ISR;Israel;ISR.1_1;Golan
ISR;Israel;ISR.2_1;HaDarom
ISR;Israel;ISR.3_1;Haifa
ISR;Israel;ISR.4_1;HaMerkaz
ISR;Israel;ISR.5_1;HaZafon
ISR;Israel;ISR.6_1;Jerusalem
ISR;Israel;ISR.7_1;Tel Aviv
JPN;Japan;JPN.1_1;Aichi
JPN;Japan;JPN.2_1;Akita
JPN;Japan;JPN.3_1;Aomori
JPN;Japan;JPN.4_1;Chiba
JPN;Japan;JPN.5_1;Ehime
JPN;Japan;JPN.6_1;Fukui
JPN;Japan;JPN.7_1;Fukuoka
JPN;Japan;JPN.8_1;Fukushima
JPN;Japan;JPN.9_1;Gifu
JPN;Japan;JPN.10_1;Gunma
JPN;Japan;JPN.11_1;Hiroshima
JPN;Japan;JPN.12_1;Hokkaido
JPN;Japan;JPN.13_1;Hyōgo
JPN;Japan;JPN.14_1;Ibaraki
JPN;Japan;JPN.15_1;Ishikawa
JPN;Japan;JPN.16_1;Iwate
JPN;Japan;JPN.17_1;Kagawa
JPN;Japan;JPN.18_1;Kagoshima
JPN;Japan;JPN.19_1;Kanagawa
JPN;Japan;JPN.20_1;Kochi
JPN;Japan;JPN.21_1;Kumamoto
JPN;Japan;JPN.22_1;Kyoto
JPN;Japan;JPN.23_1;Mie
JPN;Japan;JPN.24_1;Miyagi
JPN;Japan;JPN.25_1;Miyazaki
JPN;Japan;JPN.26_1;Nagano
JPN;Japan;JPN.27_1;Naoasaki
JPN;Japan;JPN.28_1;Nara
JPN;Japan;JPN.29_1;Niigata
JPN;Japan;JPN.30_1;Oita
JPN;Japan;JPN.31_1;Okayama
JPN;Japan;JPN.32_1;Okinawa
JPN;Japan;JPN.33_1;Osaka
JPN;Japan;JPN.34_1;Saga
JPN;Japan;JPN.35_1;Saitama
JPN;Japan;JPN.36_1;Shiga
JPN;Japan;JPN.37_1;Shimane
JPN;Japan;JPN.38_1;Shizuoka
JPN;Japan;JPN.39_1;Tochigi
JPN;Japan;JPN.40_1;Tokushima
JPN;Japan;JPN.41_1;Tokyo
JPN;Japan;JPN.42_1;Tottori
JPN;Japan;JPN.43_1;Toyama
JPN;Japan;JPN.44_1;Wakayama
JPN;Japan;JPN.45_1;Yamagata
JPN;Japan;JPN.46_1;Yamaguchi
JPN;Japan;JPN.47_1;Yamanashi
KEN;Kenya;KEN.1_1;Baringo
KEN;Kenya;KEN.2_1;Bomet
KEN;Kenya;KEN.3_1;Bungoma
KEN;Kenya;KEN.4_1;Busia
KEN;Kenya;KEN.5_1;Elgeyo-Marakwet
KEN;Kenya;KEN.6_1;Embu
KEN;Kenya;KEN.7_1;Garissa
KEN;Kenya;KEN.8_1;Homa Bay
KEN;Kenya;KEN.9_1;Isiolo
KEN;Kenya;KEN.10_1;Kajiado
KEN;Kenya;KEN.11_1;Kakamega
KEN;Kenya;KEN.12_1;Kericho
KEN;Kenya;KEN.13_1;Kiambu
KEN;Kenya;KEN.14_1;Kilifi
KEN;Kenya;KEN.15_1;Kirinyaga
KEN;Kenya;KEN.16_1;Kisii
KEN;Kenya;KEN.17_1;Kisumu
KEN;Kenya;KEN.18_1;Kitui
KEN;Kenya;KEN.19_1;Kwale
KEN;Kenya;KEN.20_1;Laikipia
KEN;Kenya;KEN.21_1;Lamu
KEN;Kenya;KEN.22_1;Machakos
KEN;Kenya;KEN.23_1;Makueni
KEN;Kenya;KEN.24_1;Mandera
KEN;Kenya;KEN.25_1;Marsabit
KEN;Kenya;KEN.26_1;Meru
KEN;Kenya;KEN.27_1;Migori
KEN;Kenya;KEN.28_1;Mombasa
KEN;Kenya;KEN.29_1;Murang'a
KEN;Kenya;KEN.30_1;Nairobi
KEN;Kenya;KEN.31_1;Nakuru
KEN;Kenya;KEN.32_1;Nandi
KEN;Kenya;KEN.33_1;Narok
KEN;Kenya;KEN.34_1;Nyamira
KEN;Kenya;KEN.35_1;Nyandarua
KEN;Kenya;KEN.36_1;Nyeri
KEN;Kenya;KEN.37_1;Samburu
KEN;Kenya;KEN.38_1;Siaya
KEN;Kenya;KEN.39_1;Taita Taveta
KEN;Kenya;KEN.40_1;Tana River
KEN;Kenya;KEN.41_1;Tharaka-Nithi
KEN;Kenya;KEN.42_1;Trans Nzoia
KEN;Kenya;KEN.43_1;Turkana
KEN;Kenya;KEN.44_1;Uasin Gishu
KEN;Kenya;KEN.45_1;Vihiga
KEN;Kenya;KEN.46_1;Wajir
KEN;Kenya;KEN.47_1;West Pokot
LBN;Lebanon;LBN.1_1;Akkar
LBN;Lebanon;LBN.2_1;Baalbak - Hermel
LBN;Lebanon;LBN.3_1;Beirut
LBN;Lebanon;LBN.4_1;Bekaa
LBN;Lebanon;LBN.5_1;Mount Lebanon
LBN;Lebanon;LBN.6_1;Nabatiyeh
LBN;Lebanon;LBN.7_1;North
LBN;Lebanon;LBN.8_1;South
MYS;Malaysia;MYS.1_1;Johor
MYS;Malaysia;MYS.2_1;Kedah
MYS;Malaysia;MYS.3_1;Kelantan
MYS;Malaysia;MYS.4_1;Kuala Lumpur
MYS;Malaysia;MYS.5_1;Labuan
MYS;Malaysia;MYS.6_1;Melaka
MYS;Malaysia;MYS.7_1;Negeri Sembilan
MYS;Malaysia;MYS.8_1;Pahang
MYS;Malaysia;MYS.9_1;Perak
MYS;Malaysia;MYS.10_1;Perlis
MYS;Malaysia;MYS.11_1;Pulau Pinang
MYS;Malaysia;MYS.12_1;Putrajaya
MYS;Malaysia;MYS.13_1;Sabah
MYS;Malaysia;MYS.14_1;Sarawak
MYS;Malaysia;MYS.15_1;Selangor
MYS;Malaysia;MYS.16_1;Trengganu
MEX;Mexico;MEX.1_1;Aguascalientes
MEX;Mexico;MEX.2_1;Baja California Sur
MEX;Mexico;MEX.3_1;Baja California
MEX;Mexico;MEX.4_1;Campeche
MEX;Mexico;MEX.5_1;Chiapas
MEX;Mexico;MEX.6_1;Chihuahua
MEX;Mexico;MEX.7_1;Coahuila
MEX;Mexico;MEX.8_1;Colima
MEX;Mexico;MEX.9_1;Distrito Federal
MEX;Mexico;MEX.10_1;Durango
MEX;Mexico;MEX.11_1;Guanajuato
MEX;Mexico;MEX.12_1;Guerrero
MEX;Mexico;MEX.13_1;Hidalgo
MEX;Mexico;MEX.14_1;Jalisco
MEX;Mexico;MEX.15_1;México
MEX;Mexico;MEX.16_1;Michoacán
MEX;Mexico;MEX.17_1;Morelos
MEX;Mexico;MEX.18_1;Nayarit
MEX;Mexico;MEX.19_1;Nuevo León
MEX;Mexico;MEX.20_1;Oaxaca
MEX;Mexico;MEX.21_1;Puebla
MEX;Mexico;MEX.22_1;Querétaro
MEX;Mexico;MEX.23_1;Quintana Roo
MEX;Mexico;MEX.24_1;San Luis Potosí
MEX;Mexico;MEX.25_1;Sinaloa
MEX;Mexico;MEX.26_1;Sonora
MEX;Mexico;MEX.27_1;Tabasco
MEX;Mexico;MEX.28_1;Tamaulipas
MEX;Mexico;MEX.29_1;Tlaxcala
MEX;Mexico;MEX.30_1;Veracruz
MEX;Mexico;MEX.31_1;Yucatán
MEX;Mexico;MEX.32_1;Zacatecas
MAR;Morocco;MAR.1_1;Chaouia - Ouardigha
MAR;Morocco;MAR.2_1;Doukkala - Abda
MAR;Morocco;MAR.3_1;Fès - Boulemane
MAR;Morocco;MAR.4_1;Gharb - Chrarda - Béni Hssen
MAR;Morocco;MAR.5_1;Grand Casablanca
MAR;Morocco;MAR.6_1;Guelmim - Es-Semara
MAR;Morocco;MAR.7_1;Laâyoune - Boujdour - Sakia El Hamra
MAR;Morocco;MAR.8_1;Marrakech - Tensift - Al Haouz
MAR;Morocco;MAR.9_1;Meknès - Tafilalet
MAR;Morocco;MAR.10_1;Oriental
MAR;Morocco;MAR.11_1;Rabat - Salé - Zemmour - Zaer
MAR;Morocco;MAR.12_1;Souss - Massa - Draâ
MAR;Morocco;MAR.13_1;Tadla - Azilal
MAR;Morocco;MAR.14_1;Tanger - Tétouan
MAR;Morocco;MAR.15_1;Taza - Al Hoceima - Taounate
NZL;New Zealand;NZL.1_1;Auckland
NZL;New Zealand;NZL.2_1;Bay of Plenty
NZL;New Zealand;NZL.3_1;Canterbury
NZL;New Zealand;NZL.4_1;Chatham Islands
NZL;New Zealand;NZL.5_1;Gisborne
NZL;New Zealand;NZL.6_1;Hawke's Bay
NZL;New Zealand;NZL.7_1;Manawatu-Wanganui
NZL;New Zealand;NZL.8_1;Marlborough
NZL;New Zealand;NZL.9_1;Nelson
NZL;New Zealand;NZL.10_1;Northern Islands
NZL;New Zealand;NZL.11_1;Northland
NZL;New Zealand;NZL.12_1;Otago
NZL;New Zealand;NZL.13_1;Southern Islands
NZL;New Zealand;NZL.14_1;Southland
NZL;New Zealand;NZL.15_1;Taranaki
NZL;New Zealand;NZL.16_1;Tasman
NZL;New Zealand;NZL.17_1;Waikato
NZL;New Zealand;NZL.18_1;Wellington
NZL;New Zealand;NZL.19_1;West Coast
NER;Niger;NER.1_1;Agadez
NER;Niger;NER.2_1;Diffa
NER;Niger;NER.3_1;Dosso
NGA;Nigeria;NGA.1_1;Abia
NGA;Nigeria;NGA.2_1;Adamawa
NGA;Nigeria;NGA.3_1;Akwa Ibom
NGA;Nigeria;NGA.4_1;Anambra
NGA;Nigeria;NGA.5_1;Bauchi
NGA;Nigeria;NGA.6_1;Bayelsa
NGA;Nigeria;NGA.7_1;Benue
NGA;Nigeria;NGA.8_1;Borno
NGA;Nigeria;NGA.9_1;Cross River
NGA;Nigeria;NGA.10_1;Delta
NGA;Nigeria;NGA.11_1;Ebonyi
NGA;Nigeria;NGA.12_1;Edo
NGA;Nigeria;NGA.13_1;Ekiti
NGA;Nigeria;NGA.14_1;Enugu
NGA;Nigeria;NGA.15_1;Federal Capital Territory
NGA;Nigeria;NGA.16_1;Gombe
NGA;Nigeria;NGA.17_1;Imo
NGA;Nigeria;NGA.18_1;Jigawa
NGA;Nigeria;NGA.19_1;Kaduna
NGA;Nigeria;NGA.20_1;Kano
NGA;Nigeria;NGA.21_1;Katsina
NGA;Nigeria;NGA.22_1;Kebbi
NGA;Nigeria;NGA.23_1;Kogi
NGA;Nigeria;NGA.24_1;Kwara
NGA;Nigeria;NGA.25_1;Lagos
NGA;Nigeria;NGA.26_1;Nassarawa
NGA;Nigeria;NGA.27_1;Niger
NGA;Nigeria;NGA.28_1;Ogun
NGA;Nigeria;NGA.29_1;Ondo
NGA;Nigeria;NGA.30_1;Osun
NGA;Nigeria;NGA.31_1;Oyo
NGA;Nigeria;NGA.32_1;Plateau
NGA;Nigeria;NGA.33_1;Rivers
NGA;Nigeria;NGA.34_1;Sokoto
NGA;Nigeria;NGA.35_1;Taraba
NGA;Nigeria;NGA.36_1;Yobe
NGA;Nigeria;NGA.37_1;Zamfara
NER;Niger;NER.4_1;Maradi
NER;Niger;NER.5_1;Niamey
NER;Niger;NER.6_1;Tahoua
NER;Niger;NER.7_1;Tillabéry
NER;Niger;NER.8_1;Zinder
PAK;Pakistan;PAK.1_1;Azad Kashmir
PAK;Pakistan;PAK.2_1;Baluchistan
PAK;Pakistan;PAK.3_1;F.A.T.A.
PAK;Pakistan;PAK.4_1;F.C.T.
PAK;Pakistan;PAK.5_1;N.W.F.P.
PAK;Pakistan;PAK.6_1;Northern Areas
PAK;Pakistan;PAK.7_1;Punjab
PAK;Pakistan;PAK.8_1;Sind
PAN;Panama;PAN.1_1;Bocas del Toro
PAN;Panama;PAN.2_1;Chiriquí
PAN;Panama;PAN.3_1;Coclé
PAN;Panama;PAN.4_1;Colón
PAN;Panama;PAN.5_1;Darién
PAN;Panama;PAN.6_1;Emberá
PAN;Panama;PAN.7_1;Herrera
PAN;Panama;PAN.8_1;Kuna Yala
PAN;Panama;PAN.9_1;Los Santos
PAN;Panama;PAN.10_1;Ngöbe Buglé
PAN;Panama;PAN.11_1;Panamá Oeste
PAN;Panama;PAN.12_1;Panamá
PAN;Panama;PAN.13_1;Veraguas
PRY;Paraguay;PRY.1_1;Alto Paraguay
PRY;Paraguay;PRY.2_1;Alto Paraná
PRY;Paraguay;PRY.3_1;Amambay
PRY;Paraguay;PRY.4_1;Asunción
PRY;Paraguay;PRY.5_1;Boquerón
PRY;Paraguay;PRY.6_1;Caaguazú
PRY;Paraguay;PRY.7_1;Caazapá
PRY;Paraguay;PRY.8_1;Canindeyú
PRY;Paraguay;PRY.9_1;Central
PRY;Paraguay;PRY.10_1;Concepción
PRY;Paraguay;PRY.11_1;Cordillera
PRY;Paraguay;PRY.12_1;Guairá
PRY;Paraguay;PRY.13_1;Itapúa
PRY;Paraguay;PRY.14_1;Misiones
PRY;Paraguay;PRY.15_1;Ñeembucú
PRY;Paraguay;PRY.16_1;Paraguarí
PRY;Paraguay;PRY.17_1;Presidente Hayes
PRY;Paraguay;PRY.18_1;San Pedro
PER;Peru;PER.1_1;Amazonas
PER;Peru;PER.2_1;Ancash
PER;Peru;PER.3_1;Apurímac
PER;Peru;PER.4_1;Arequipa
PER;Peru;PER.5_1;Ayacucho
PER;Peru;PER.6_1;Cajamarca
PER;Peru;PER.7_1;Callao
PER;Peru;PER.8_1;Cusco
PER;Peru;PER.9_1;Huancavelica
PER;Peru;PER.10_1;Huánuco
PER;Peru;PER.11_1;Ica
PER;Peru;PER.12_1;Junín
PER;Peru;PER.13_1;La Libertad
PER;Peru;PER.14_1;Lambayeque
PER;Peru;PER.15_1;Lima Province
PER;Peru;PER.16_1;Lima
PER;Peru;PER.17_1;Loreto
PER;Peru;PER.18_1;Madre de Dios
PER;Peru;PER.19_1;Moquegua
PER;Peru;PER.20_1;Pasco
PER;Peru;PER.21_1;Piura
PER;Peru;PER.22_1;Puno
PER;Peru;PER.23_1;San Martín
PER;Peru;PER.24_1;Tacna
PER;Peru;PER.25_1;Tumbes
PER;Peru;PER.26_1;Ucayali
PHL;Philippines;PHL.1_1;Abra
PHL;Philippines;PHL.2_1;Agusan del Norte
PHL;Philippines;PHL.3_1;Agusan del Sur
PHL;Philippines;PHL.4_1;Aklan
PHL;Philippines;PHL.5_1;Albay
PHL;Philippines;PHL.6_1;Antique
PHL;Philippines;PHL.7_1;Apayao
PHL;Philippines;PHL.8_1;Aurora
PHL;Philippines;PHL.9_1;Basilan
PHL;Philippines;PHL.10_1;Bataan
PHL;Philippines;PHL.11_1;Batanes
PHL;Philippines;PHL.12_1;Batangas
PHL;Philippines;PHL.13_1;Benguet
PHL;Philippines;PHL.14_1;Biliran
PHL;Philippines;PHL.15_1;Bohol
PHL;Philippines;PHL.16_1;Bukidnon
PHL;Philippines;PHL.17_1;Bulacan
PHL;Philippines;PHL.18_1;Cagayan
PHL;Philippines;PHL.19_1;Camarines Norte
PHL;Philippines;PHL.20_1;Camarines Sur
PHL;Philippines;PHL.21_1;Camiguin
PHL;Philippines;PHL.22_1;Capiz
PHL;Philippines;PHL.23_1;Catanduanes
PHL;Philippines;PHL.24_1;Cavite
PHL;Philippines;PHL.25_1;Cebu
PHL;Philippines;PHL.26_1;Compostela Valley
PHL;Philippines;PHL.27_1;Davao del Norte
PHL;Philippines;PHL.28_1;Davao del Sur
PHL;Philippines;PHL.29_1;Davao Oriental
PHL;Philippines;PHL.30_1;Dinagat Islands
PHL;Philippines;PHL.31_1;Eastern Samar
PHL;Philippines;PHL.32_1;Guimaras
PHL;Philippines;PHL.33_1;Ifugao
PHL;Philippines;PHL.34_1;Ilocos Norte
PHL;Philippines;PHL.35_1;Ilocos Sur
PHL;Philippines;PHL.36_1;Iloilo
PHL;Philippines;PHL.37_1;Isabela
PHL;Philippines;PHL.38_1;Kalinga
PHL;Philippines;PHL.39_1;La Union
PHL;Philippines;PHL.40_1;Laguna
PHL;Philippines;PHL.41_1;Lanao del Norte
PHL;Philippines;PHL.42_1;Lanao del Sur
PHL;Philippines;PHL.43_1;Leyte
PHL;Philippines;PHL.44_1;Maguindanao
PHL;Philippines;PHL.45_1;Marinduque
PHL;Philippines;PHL.46_1;Masbate
PHL;Philippines;PHL.47_1;Metropolitan Manila
PHL;Philippines;PHL.48_1;Misamis Occidental
PHL;Philippines;PHL.49_1;Misamis Oriental
PHL;Philippines;PHL.50_1;Mountain Province
PHL;Philippines;PHL.51_1;Negros Occidental
PHL;Philippines;PHL.52_1;Negros Oriental
PHL;Philippines;PHL.53_1;North Cotabato
PHL;Philippines;PHL.54_1;Northern Samar
PHL;Philippines;PHL.55_1;Nueva Ecija
PHL;Philippines;PHL.56_1;Nueva Vizcaya
PHL;Philippines;PHL.57_1;Occidental Mindoro
PHL;Philippines;PHL.58_1;Oriental Mindoro
PHL;Philippines;PHL.59_1;Palawan
PHL;Philippines;PHL.60_1;Pampanga
PHL;Philippines;PHL.61_1;Pangasinan
PHL;Philippines;PHL.62_1;Quezon
PHL;Philippines;PHL.63_1;Quirino
PHL;Philippines;PHL.64_1;Rizal
PHL;Philippines;PHL.65_1;Romblon
PHL;Philippines;PHL.66_1;Samar
PHL;Philippines;PHL.67_1;Sarangani
PHL;Philippines;PHL.68_1;Siquijor
PHL;Philippines;PHL.69_1;Sorsogon
PHL;Philippines;PHL.70_1;South Cotabato
PHL;Philippines;PHL.71_1;Southern Leyte
PHL;Philippines;PHL.72_1;Sultan Kudarat
PHL;Philippines;PHL.73_1;Sulu
PHL;Philippines;PHL.74_1;Surigao del Norte
PHL;Philippines;PHL.75_1;Surigao del Sur
PHL;Philippines;PHL.76_1;Tarlac
PHL;Philippines;PHL.77_1;Tawi-Tawi
PHL;Philippines;PHL.78_1;Zambales
PHL;Philippines;PHL.79_1;Zamboanga del Norte
PHL;Philippines;PHL.80_1;Zamboanga del Sur
PHL;Philippines;PHL.81_1;Zamboanga Sibugay
